Français;Sésames;Chapitre;Nombre de traits;JLPT;Kanji;id;Lecture On;Autres sens (lecture On);Lecture Kun;Autres sens (lecture Kun)
antre;eau, identique;9;9;1;洞;1537;doo;cavity;hora;cave, den, excavation
tronc;partie du corps, identique;9;10;1;胴;1538;doo;torso, trunk (of a body)/ body armor/ body (of a suit)/ drum (of a machine)/ barrel (of a horse)/ cylinder (of a drum)/ bulge (of a bucket)/ hull (of a ship)/ hub (of a wheel);-;-
cercle;(diamètre, rayon);9;4;5;円;87;en;circle/ yen;maru(i);round, circular, spherical
éloigné/se diriger vers;goutte, bonnet, bouche;9;6;3;向;598;koo;face, confront/ oppose, defy/ proceed to/ get, tend toward/ approach;mu(ku), mu(keru), mu(kau), mu(koo);face, confront/ oppose, defy/ proceed to/ get, tend toward/ approach. turn/ point (a gun)/ send (a messenger of letter). (a needle) points to/ lean towards/ front on/ suit. the other side/ opposite direction/ the other party/ destination/ the next (few years)/ opposition to
vénérer/d’autre part;petit, cloche, bouche;9;8;1;尚;967;shoo;further, furthermore, still, still more, yet/ just like;-;-
caractère;enfant, maison;9;6;4;字;807;ji;character, letter, word, handwriting;aza;section of a village
garder;collé, maison;9;6;3;守;865;shu, [su];defend, protect/ keep, observe, obey/ abide by/ stick to/ be true to ;mamo(ru), mo(ri);defend, protect/ keep, observe, obey/ abide by/ stick to/ be true to. nursemaid, baby sitter/ baby sitting/ (lighthouse) keeper
parfait;commencement, maison;9;7;3;完;252;kan;comletion, end;-;-
proclamer;maison, temps qui passe;9;9;1;宣;1171;sen;be pleased to say, say;-;-
heures tardives;maison, chandelle;9;10;1;宵;974;shoo;evening, early night hours;yoi;evening, early night hours
paix/bon marché;maison, femme;9;6;4;安;12;an;be rested, feel at ease, be relieved, repose;yasu(i);cheap, inexpensive/ peaceful, quiet/ gossipy, thoughtless
banquet;maison, jour, femme;9;10;1;宴;92;en;feast, banquet, party, entertainment;-;-
hôte de marque;maison, plafond, un peu, monnaie;9;15;1;賓;1732;hin;guest;-;-
s’approcher;maison, étrange;9;11;3;寄;322;ki;let approach, bring near/ gather, collect, summon, muster/ add up/ push aside/ attack/ send a letter/ contribute to/ become dependent on, take refuge with;yo(ru), yo(seru);let approach, bring near/ gather, collect, summon, muster/ add up/ push aside/ attack/ send a letter/ contribute to/ become dependent on, take refuge with/ approach/ assemble/ call at/ come/ lean toward/ obey/ lean on, depend on/ conclude/ be possessed (by devils)/ present (offerings)
fortune;abondance, maison;9;12;3;富;1752;fu, [fuu];enrich;to(mu), tomi;be rich, become wealthy/ teem with, abound in/ be fruitful/ be rife/ be replete. wealth, mammon, fortune/ resources/ lottery 
économies;monnaie, clou, maison;9;12;2;貯;1391;cho;store, lay in stock, save, keep, wear (a mustache);-;-
arbre;Aucun;10;4;5;木;1876;boku, 	moku;tree, Thursday;ki, [ko];tree/ wood/ timber/ lumber/ wooden clappers
bois;arbre, arbre;10;8;3;林;2076;rin;forest;hayashi;forest
forêt;arbre, arbre, arbre;10;12;3;森;1061;shin;woods, grove;mori;woods, grove
gainier japonais;arbre, joyau;10;10;1;桂;;kei;Japanese Judas-tree, cinnamon tree ;katsura;
chêne;arbre, blanc;10;9;0;柏;;haku, hyaku, byaku;oak, cypress ;kashiwa;
cadre;arbre, neuf, dix;10;8;1;枠;2134;-;-;waku;frame, framework/ reel, spindle, spool/ rim, box (in printing)/ limit
cime des arbres;arbre, bougie;10;11;1;梢;;shoo;treetops, twig ;sugue, kasunoki;
étagère;arbre, compagnon;10;12;1;棚;1331;-;-;tana;shelf, ledge, rack, mount, mantelpiece/ trellis, lattice
chaise;arbre, étrange;10;12;0;椅;31;i;chair;-;-
abricot;arbre, bouche;10;7;1;杏;;kyoo, an, koo;apricot;anzu;
paulownia;arbre, identique;10;10;1;桐;;too, doo;paulownia ;kiri;
planter;arbre, droit;10;12;2;植;1032;shoku;planting;u(eru), u(waru);plant, set out, raise, sow/ set type. be planted
dépérir;arbre, vieux;10;9;2;枯;567;ko;wither, die, be dead/ age/ be seasoned/ fog up;ka(reru), ka(rasu);wither, die, be dead/ age/ be seasoned/ fog up. kill (vegetation)/ let dry/ season (lumber)
brut;arbre, baguette magique;10;6;1;朴;1877;boku;simple, plain/ docile;-;-
village;arbre, collé;10;7;3;村;1279;son;village, hamlet;mura;village, hamlet
inter-;arbre, œil;10;9;3;相;1223;soo, 	shoo;aspect, phase, physiognomy. minister of state, councilor;ai;together, each other/ mutually, reciprocally/ fellow-/ emphatic vebal prefix
bureau;arbre, vent;10;6;2;机;304;ki;desk, table;tsukue;desk, table
livre/origine/principal/ce/compteur des objets longs;arbre, un;10;5;5;本;1886;hon;book/ this, the same, the present, the current/ main/ true/ real/ regular, normal/ counter for long things ;moto;beginning, origin/ foundation, basis, source/ cause/ root (of a tree)/ (raw) material, base/ capital/ principal/ cost/ forebears/ formerly
étiquette;arbre, hameçon;10;5;2;札;734;satsu;paper money, counter for bonds, etc;fuda;tag, placard/ name plate/ check/ charm, (playing) card/ tender, bid
calendrier;falaise, bois, jour;10;14;1;暦;2099;reki;calendar, almanac;koyomi;calendar, almanac
projet;paix, arbre;10;10;2;案;13;an;proposition, suggestion, plan, idea/ opinion/ expectation/ bill, draft, measure/ table;-;-
dessécher;pantin, feu;10;17;2;燥;1250;soo;dry up;-;-
teindre/pollution;eau, neuf(ve), arbre;10;9;1;染;1176;sen;be dyed, be imbued with, be tainted with;so(meru), so(maru), shi(miru), shi(mi);be dyed, be imbued with, be tainted with. dye, color, paint. soak in, permeate, infiltrate/ pierce (as a wind)/ be imbued with, be influenced by/ smart/ be sensitive to pain. stain, blot, spot, smudge
(pas) encore;arbre, un;10;5;3;未;1910;mi;not yet. un-, not;-;-
extrémité;arbre, un;10;5;3;末;1904;matsu, batsu;end/ powder;sue;end, close/ tip, top/ the future/ posterity/ youngest child 
écume;eau, extrémité;10;8;0;沫;;matsu, batsu;splash, suds ;awa, shibuki, tsubaki;
goût;bouche, encore;10;8;4;味;1911;mi;taste, flavor, dash/ touch, tinge/ counter for foods and drinks  ;aji, aji(wau);taste/ appreciate, experience. flavor, aroma/ zest/ experience/ tinge 
diffus;jour, encore;10;9;0;昧;1898;mai;dark/ foolish;-;-
cadette;femme, encore;10;8;4;妹;1896;mai;younger sister;imooto;younger sister
vermillon;encore, goutte;10;6;1;朱;866;shu;cinnabar/ vermilion;-;-
souche;arbre, vermillon;10;10;1;株;243;-;-;kabu;stump/ shares, stocks/ connections/ business/ counter for small plants
jeune/faible quantité/si;végétal, droite;10;8;3;若;860;jaku, [nyaku];if;waka(i), mo(shikuwa);young, juvenile, youthful/ younger, junior/ immature, inexperienced/ low number. or, otherwise  
herbe;végétal, tôt;10;9;3;草;1225;soo;grass/ grass hand (writing)/ weeds/ herbs, plants, pasture;kusa;grass/ grass hand (writing)/ weeds/ herbs, plants, pasture
souffrir/amer;végétal, vieux;10;8;3;苦;447;ku;suffering, trial, worry, trouble, hardship, difficulty, toil;kuru(shii), kuru(shimu), kuru(shimeru), niga(i), niga(ru);suffer/ groan/ be troubled, be worried, be perplexed/ strive, try hard/ torment/ harass, worry/ persecute, inflict pain/ feel bitter/ scowl/ painful/ distressing, embarrassing, difficult, bitter/ straitened/ farfetched/ still (climb)/ agony, trouble, distress/ mortification
tolérant;maison, végétal, voir;10;13;1;寛;273;kan;leniency, generosity;-;-
fin/susuki;végétal, eau, docteur;10;16;2;薄;1638;haku;thin, weak (tea), light, pale, faint, scanty, ungenerous ;usu(i), usu(meru), usu(maru), usu(ragu), usu(reru);thin, weak (tea), light, pale, faint, scanty, ungenerous. dilute, weaken. thin out, fade, grow pale, be toned down, get dim, cool (emotions), abate, lessen, decline 
feuille;végétal, génération, arbre;10;12;3;葉;2001;yoo;leaf/ plane/ lobe/ counter for flat things;ha;leaf, foliage, needle, blade, spear, frond
maquette;arbre, esquisse;10;14;1;模;1940;mo, 	bo;copy, imitate, mock;-;-
vague;eau, esquisse;10;13;1;漠;1640;baku;vague, obscure/ deserd/ wide;-;-
tombe;esquisse, terre;10;13;1;墓;1825;bo;grave, tomb;haka;grave, tomb
mener sa vie/coucher de soleil;esquisse, jour;10;14;3;暮;1827;bo;live, make a living/ spend (one's time) ;ku(reru), ku(rasu);live, make a living/ spend (one's time). get dark/ (the sun) sets/ (the season) ends/ (time) passes/ be overwhelmed 
membrane;chair, absence;10;14;1;膜;1901;maku;membrane;-;-
algue;végétal, eau, pantin;10;19;1;藻;1253;soo;duckweed, seaweed;mo;duckweed, seaweed
plant;végétal, cerveau;10;8;1;苗;1724;byoo;seedling, sapling, shoot;nae, [nawa];seedling, sapling, shoot
augures/écarter/billion;Aucun;11;6;2;兆;1395;choo;sign, omen, indication, portent/ trillion;kiza(su), kiza(shi);show a signs or symptoms of. signs, omen, symptoms
pêche;arbre, écarter;11;10;1;桃;1511;too;peach;momo;peach
dévisager;œil, écarter;11;11;1;眺;1402;choo;watch, look at, see/ scrutinize;naga(meru);watch, look at, see/ scrutinize
chien;goutte, saint-bernard;11;4;4;犬;514;ken;dog;inu;dog, spy
madrier;Aucun;11;4;0;爿;;shoo, soo;left-side kata radical (no. 90) ;;
situation;madrier, chien;11;7;3;状;1013;joo;condition, circumstances/ form, appearances/ letter;-;-
silence;ordinateur, chien, feu;11;15;1;黙;1948;moku;keeping silence;dama(ru);become silent, stop speaking, say nothing 
une certaine chose;viande découpée, chien, feu;11;12;3;然;1199;zen, 	nen;to decree;-;-
roseau;végétal, meute de chiens, feu;11;10;0;荻;;teki;reed, rush ;oki;
chasse;meute de chiens, garder;11;9;1;狩;868;shu;hunt;ka(ru), ka(ri);hunt. hunting/ raiding/ gathering (mushrooms)/ viewing (maples)
olfactif;bouche, puer, goutte;11;13;0;嗅;379;kyuu;smell, sniff, scent;ka(gu);smell, sniff, scent
brûler;âtre(feu), une certaine chose;11;16;2;燃;1597;nen;burn;mo(eru), mo(yasu), mo(su);burn, blaze, glow
chat;meute de chiens, pousse, chat;11;11;3;猫;1728;byoo;cat;neko;cat
vache;Aucun;11;4;4;牛;381;gyuu;beef, cow;ushi;cattle, cow, bull, ox
spécial;vache, temple bouddhique;11;10;4;特;1549;toku;special;-;-
révélation;vache, bouche;11;7;3;告;658;koku;tell, inform, announce, proclaim/ bid, order ;tsu(geru);tell, inform, announce, proclaim/ bid, order 
avant;vache, paire de jambes;11;6;5;先;1170;sen;the future/ priority, precedence;saki;point, tip, end/ nozzle/ head (of a line)/ the first priority/ the future/ objective, destination/ sequel, remainder/ the other party/ future 
laver;eau, avant;11;9;3;洗;1175;sen;wash/ inquire into, probe ;ara(u);wash, inquire into, probe
immixtion;parapluie, manche, canne;12;4;2;介;172;kai;shell, shellfish;-;-
monde;quadrillé, immixtion;12;9;4;界;183;kai;circle, world, boundary, limits;-;-
thé;végétal, parapluie, poteau, plants;12;9;4;茶;1373;cha, 	sa;tea/ tea plant/ tea leaves, light brown;-;-
laque;eau, arbre, parapluie, système d’irrigation;12;14;1;漆;837;shitsu;lacquer, varnish;urushi;lacquer, varnish
genou;partie du corps, laque;12;15;0;膝;1709;-;-;hiza;knee/ lap
correspondre;bouche, assembler;12;6;3;合;652;goo, gaQ, [kaQ];one-tenth;a(u), a(wasu), a(waseru);fit, suit/ agree with, match, be correct/ pay, be profitable. join together/ be opposite, face/ unite, combine, connect/ add up/ mix/ match/ overlap/ compare/ check with 
pagode;terre, végétaux, correspondre;12;12;2;塔;1518;too;tower, pagoda, steeple, obelisk, monument;-;-
roi;travaux, canne;12;4;3;王;105;oo;king, rule, magnate, baron;-;-
sphère;goutte, sceptre;12;5;2;玉;427;gyoku;gem, jewel, precious stone, jade;tama;ball, bowl, sphere, bulb/ lens/ gem, jewel, bullet, shot, shell/ billiards/ tool, cat’s paw/ pretty girl/ person/ margin (in stocks)/ testicles
trésor;bijou, maison;12;8;2;宝;1834;hoo;treasure;takara;treasure, valuables/ wealth/ jewels/ mammon
perle;boule, vermillon;12;10;1;珠;871;shu;gem, jewel;-;-
présent;boule, voir;12;11;3;現;552;gen;present, exciting, actual;arawa(reru), arawa(su);appear, emerge, come in sight, show up/ be revealed, be discovered/ be mentioned/ become famous. show, indicate, display, prove, disclose, express/ represent/ distinguish oneself
fou;meute de chiens, roi;12;7;1;狂;397;kyoo;lunatic;kuru(u), kuru(oshii);go insane/ lose one’s head/ run amuck, rave/ be madly in love/ go haywire, break down/ be upset/ warp/ fluctuate/ miss the mark/ (winds) howl
empereur;blanc, roi;12;9;1;皇;617;koo, 	oo;emperor;-;-
dévoiler;roi, bouche;12;7;1;呈;1438;tei;offer, present/ send (a letter)/  exhibit/ develop (symptoms)/ assume (airs);-;-
totalité;roi, parapluie;12;6;3;全;1196;zen;all;matta(ku), sube(te);entirely, completely, wholly, perfectly/ truly, indeed. 
bouchon;arbre, totalité;12;10;1;栓;1178;sen;bolt, stopper, cork, plug, ear plug, bung, faucet, peg ;-;-
discussion;parole, totalité;12;13;0;詮;1185;sen;discussion/ selection/ methods called for/ result, effect;-;-
logique/raison suprême des choses;bijou, ordinateur;12;11;4;理;2038;ri;reason, justice, truth, principle;-;-
maître;goutte, roi;12;5;4;主;864;shu, [su];Lord/ lord, master, employer/ aim/ main thing ;nushi, omo;owner/ master, husband/ lover/ a god/ you. main  
verser;eau, maître;12;8;4;注;1383;chuu;notes, comment/ N.B.;soso(gu);pour into, pour on, irrigate, sprinkle/ shed (tears). (rain) falls/ flow into/ pay attention to, concentrate on 
colonne;bois, maître;12;9;2;柱;1385;chuu;cylinder, supports for strings on a lute/ pillar, post;hashira;pillar, column, post, pole/ support, prop, stay/ sole support/ counter for Shinto gods
or;totalité, gouttes;12;8;5;金;432;kin, 	kon;gold/ money/ Friday;kane, [kana];money, metal
gueuse;métal, avant;12;14;1;銑;;sen;pig iron ;;
bol;métal, livre;12;13;1;鉢;1648;[hatsu], 	hachi;bowl, rice tub, pot/ crown, brainpan;-;-
cuivre;métal, identique;12;14;2;銅;1544;doo;copper;-;-
pêche à la ligne/rendre la monnaie;métal, louche;12;11;1;釣;1403;choo;angle, fish, catch/ decoy, allure ;tsu(ru);angle, fish, catch/ decoy, allure 
aiguille;métal, dix;12;10;2;針;1057;shin;needle;hari;needle, pin/ staple/ fishhook/ stinger/ spine (of a fish)/ thorn/ stitch/ (watch) hand/ (phonograph) needle/ (hypodermic) needle/ sting/ molehill/ acupuncture
inscription;métal, nom;12;14;1;銘;1932;mei;inscription, signature (of an artisan)/ precept, motto ;-;-
tranquilliser;métal, vrai;12;18;1;鎮;1426;chin;ancient garrisons for peace-preservation;shizu(meru), shizu(maru);get quiet, calm down, grow still/ subside, die down/ be suppressed. calm, pacify/ soothe, alleviate/ appease/ suppress, quell
voie;cou, route;13;12;4;道;1542;doo, [too];district, province, prefecture/ road  ;michi;road, path, lane, way, street, highway, route/ journey/ distance/ course, way, means/ duty, morality, moral doctrine/ teachings/ specialty/ an art/ reason, justice 
directives;voie, adhérer;13;15;2;導;1545;doo;leading;michibi(ku);guide, lead, conduct, usher
carrefour;route, croix;13;5;0;辻;;;crossing, crossroad, street corners, (kokuji) ;tsuji;
vif;carrefour, hameçon;13;6;1;迅;1074;jin;fast;-;-
créer;voie, révélation;13;10;2;造;1254;zoo;make, create, manufacture, prepare, draw up, write, compose/ build/ coin/ cultivate/ organize, establish/ make up (a face), trim (a tree)/ fabricate/ prepare food/ commit (sin) ;tsuku(ru);make, create, manufacture, prepare, draw up, write, compose/ build/ coin/ cultivate/ organize, establish/ make up (a face), trim (a tree)/ fabricate/ prepare food/ commit (sin) 
harceler;route, blanc;13;8;1;迫;1634;haku;press for, urge, force, spur on/ approach/ gain on, close in on/ be on the verge of/ be imminent ;sema(ru);press for, urge, force, spur on/ approach/ gain on, close in on/ be on the verge of/ be imminent 
s’évader;route, écarter/carapace de tortue;13;9;3;逃;1506;too;flee, run away, escape/ shirk, evade, back out ;ni(geru), ni(gasu), noga(su), noga(reru);flee, run away, escape/ shirk, evade, back out. let go, set free, let escape, miss (a chance). avoid
environs;route, poignards;13;5;2;辺;1808;hen;side/ boundary, border/ beach/ region, district, rural areas/ vicinity/ approximation ;ata(ri), be;vicinity
patrouille;route, déluge(rivière);13;6;1;巡;933;jun;going around/ circumference;megu(ru);go around/ in connection with, concering 
véhicule;Aucun;13;7;5;車;843;sha;vehicle, a vehicle load;kuruma;wheel/ vehicle, carriage, wagon/ cart, wheelbarrow/ go-cart/ jinricksha/ van, automobile
emmener;véhicule, route;13;10;3;連;2106;ren;ream/ set/ party, company, gang, clique/ series counter ;tsura(naru), tsura(neru), tsu(reru);range, be connected with, join/ stand in a row/ attend/ join one's people (in death). put in a row. take (someone) along
ornière;véhicule, neuf;13;9;1;軌;314;ki;wheel track/ railway/ orbit/ rut/ rule/ model/ road, way of doing;-;-
transport;véhicule, assemblée, chair, sabre;13;16;2;輸;1968;yu;send, transport;-;-
devant;boucher, cornes;13;9;5;前;1197;zen;before;mae;front, fore part/ head (of a line)/ presence/ ago, before/ previously/ (five minutes) to 
torréfier;feu, devant;13;13;0;煎;1182;sen;broil, parch, roast, fire (tea), boil down (in oil);i(ru);broil, parch, roast, fire (tea), boil down (in oil)
chacun;bouche, jambes qui marchent;13;6;2;各;210;kaku;each;onoono;each, every, either, respectively
rang;arbre, chacun;13;10;3;格;214;kaku, [koo];status, rank/ capacity, character/ standard/ a rule/ a case (in law)/ case (in grammer);-;-
abréviation;champ, chacun;13;11;2;略;2048;ryaku;abbreviation, abridgment/ omission/ outline ;-;-
hôte;maison, chacun;13;9;3;客;355;kyaku, 	kaku;visitor/ guest, customer, client/ passenger;-;-
front;hôte, tête;13;18;2;額;229;gaku;tablet, plaque, framed picture/ sum, quantity, amount, volume/ denomination;hitai;forehead, brow
soudoyer;monnaie, chacun;13;13;0;賂;2112;ro;bribe;-;-
été;tête, jambes qui marchent;13;10;4;夏;146;ka, [ge];summer;natsu;summer
traiter;jambes qui marchent, table;13;5;3;処;943;sho;manage, deal with/ sentence, condemn/ act, behave/ conduct oneself (well) ;-;-
